	Movie Name	Release Year	Directors Name	Production Company	Budget
805	('The Sound of Music', '/wiki/The_Sound_of_Music_(film)')	('1965', '/wiki/1965_in_film')			
806	('Doctor Zhivago', '/wiki/Doctor_Zhivago_(film)')	('1965', '/wiki/1965_in_film')			
807	('Darling', '/wiki/Darling_(1965_film)')	('1965', '/wiki/1965_in_film')			
808	('Ship of Fools', '/wiki/Ship_of_Fools_(film)')	('1965', '/wiki/1965_in_film')			
809	('Cat Ballou', '/wiki/Cat_Ballou')	('1965', '/wiki/1965_in_film')			
810	('The Great Race', '/wiki/The_Great_Race')	('1965', '/wiki/1965_in_film')			
811	('A Patch of Blue', '/wiki/A_Patch_of_Blue')	('1965', '/wiki/1965_in_film')			
812	('A Thousand Clowns', '/wiki/A_Thousand_Clowns')	('1965', '/wiki/1965_in_film')			
813	('The Shop on Main Street (Obchod na korze)', '/wiki/The_Shop_on_Main_Street')	('1965', '/wiki/1965_in_film')			
814	('The Sandpiper', '/wiki/The_Sandpiper')	('1965', '/wiki/1965_in_film')			
815	('The Eleanor Roosevelt Story', '/wiki/The_Eleanor_Roosevelt_Story')	('1965', '/wiki/1965_in_film')			
816	('To Be Alive!', '/wiki/To_Be_Alive!')	('1965', '/wiki/1965_in_film')			
817	('7 Faces of Dr. Lao', '/wiki/7_Faces_of_Dr._Lao')	('1964', '/wiki/1964_in_film')			
818	('7th Heaven', '/wiki/7th_Heaven_(1927_film)')	('1927/28', '/wiki/1927_in_film')			
819	('20,000 Leagues Under the Sea', '/wiki/20,000_Leagues_Under_the_Sea_(1954_film)')	('1954', '/wiki/1954_in_film')			
820	('Adventures of Don Juan', '/wiki/Adventures_of_Don_Juan')	('1949', '/wiki/1949_in_film')			
821	('The Adventures of Robin Hood', '/wiki/The_Adventures_of_Robin_Hood')	('1938', '/wiki/1938_in_film')			
822	('The African Queen', '/wiki/The_African_Queen_(film)')	('1951', '/wiki/1951_in_film')			
823	('Air Force', '/wiki/Air_Force_(film)')	('1943', '/wiki/1943_in_film')			
824	('The Alamo', '/wiki/The_Alamo_(1960_film)')	('1960', '/wiki/1960_in_film')			
825	('The Alaskan Eskimo', '/wiki/The_Alaskan_Eskimo')	('1953', '/wiki/1953_in_film')			
826	('Albert Schweitzer', '/wiki/Albert_Schweitzer_(film)')	('1957', '/wiki/1957_in_film')			
827	"(""Alexander's Ragtime Band"", '/wiki/Alexander%27s_Ragtime_Band_(film)')"	('1938', '/wiki/1938_in_film')			
828	('All About Eve', '/wiki/All_About_Eve')	('1950', '/wiki/1950_in_film')			
829	('All Quiet on the Western Front', '/wiki/All_Quiet_on_the_Western_Front_(1930_film)')	('1929/30', '/wiki/1929_in_film')			
830	('All That Money Can Buy', '/wiki/The_Devil_and_Daniel_Webster_(film)')	('1941', '/wiki/1941_in_film')			
831	"(""All the King's Men"", '/wiki/All_the_King%27s_Men_(1949_film)')"	('1949', '/wiki/1949_in_film')			
832	('Ama Girls', '/wiki/Ama_Girls')	('1958', '/wiki/1958_in_film')			
833	('America America', '/wiki/America_America')	('1963', '/wiki/1963_in_film')			
834	('An American in Paris', '/wiki/An_American_in_Paris_(film)')	('1951', '/wiki/1951_in_film')			
835	('Amphibious Fighters', '/wiki/Amphibious_Fighters')	('1943', '/wiki/1943_in_film')			
836	('Anastasia', '/wiki/Anastasia_(1956_film)')	('1956', '/wiki/1956_in_film')			
837	('Anchors Aweigh', '/wiki/Anchors_Aweigh_(film)')	('1945', '/wiki/1945_in_film')			
838	('Anna and the King of Siam', '/wiki/Anna_and_the_King_of_Siam_(film)')	('1946', '/wiki/1946_in_film')			
839	('Annie Get Your Gun', '/wiki/Annie_Get_Your_Gun_(film)')	('1950', '/wiki/1950_in_film')			
840	('Anthony Adverse', '/wiki/Anthony_Adverse')	('1936', '/wiki/1936_in_film')			
841	('The Apartment', '/wiki/The_Apartment')	('1960', '/wiki/1960_in_film')			
842	('Aquatic House Party', '/wiki/Aquatic_House_Party')	('1949', '/wiki/1949_in_film')			
843	('Arise, My Love', '/wiki/Arise,_My_Love')	('1940', '/wiki/1940_in_film')			
844	('Around the World in 80 Days', '/wiki/Around_the_World_in_80_Days_(1956_film)')	('1956', '/wiki/1956_in_film')			
845	('The Awful Truth', '/wiki/The_Awful_Truth')	('1937', '/wiki/1937_in_film')			
846	('The Bachelor and the Bobby-Soxer', '/wiki/The_Bachelor_and_the_Bobby-Soxer')	('1947', '/wiki/1947_in_film')			
847	('The Bad and the Beautiful', '/wiki/The_Bad_and_the_Beautiful')	('1952', '/wiki/1952_in_film')			
848	('Bad Girl', '/wiki/Bad_Girl_(1931_film)')	('1931/32', '/wiki/1931_in_film')			
849	('The Barefoot Contessa', '/wiki/The_Barefoot_Contessa')	('1954', '/wiki/1954_in_film')			
850	('The Battle of Midway', '/wiki/The_Battle_of_Midway_(film)')	('1942', '/wiki/1942_in_film')			
851	('Battleground', '/wiki/Battleground_(film)')	('1949', '/wiki/1949_in_film')			
852	('Bear Country', '/wiki/Bear_Country_(film)')	('1953', '/wiki/1953_in_film')			
853	('Becket', '/wiki/Becket_(1964_film)')	('1964', '/wiki/1964_in_film')			
854	"(""The Bells of St. Mary's"", '/wiki/The_Bells_of_St._Mary%27s')"	('1945', '/wiki/1945_in_film')			
855	('Ben-Hur', '/wiki/Ben-Hur_(1959_film)')	('1959', '/wiki/1959_in_film')			
856	('Benjy', '/wiki/Benjy_(film)')	('1951', '/wiki/1951_in_film')			
857	('The Bespoke Overcoat', '/wiki/The_Bespoke_Overcoat')	('1956', '/wiki/1956_in_film')			
858	('The Best Years of Our Lives', '/wiki/The_Best_Years_of_Our_Lives')	('1946', '/wiki/1946_in_film')			
859	('Beyond the Line of Duty', '/wiki/Beyond_the_Line_of_Duty')	('1942', '/wiki/1942_in_film')			
860	('Bicycle Thieves', '/wiki/Bicycle_Thieves')	('1949', '/wiki/1949_in_film')			
861	('The Big Broadcast of 1938', '/wiki/The_Big_Broadcast_of_1938')	('1938', '/wiki/1938_in_film')			
862	('The Big Country', '/wiki/The_Big_Country')	('1958', '/wiki/1958_in_film')			
863	('The Big House', '/wiki/The_Big_House_(1930_film)')	('1929/30', '/wiki/1929_in_film')			
864	('Bill and Coo', '/wiki/Bill_and_Coo')	('1948', '/wiki/1948_in_film')			
865	('Birds Anonymous', '/wiki/Birds_Anonymous')	('1957', '/wiki/1957_in_film')			
866	"(""The Bishop's Wife"", '/wiki/The_Bishop%27s_Wife')"	('1947', '/wiki/1947_in_film')			
867	('Black Fox: The Rise and Fall of Adolf Hitler (The Black Fox)', '/wiki/Black_Fox:_The_Rise_and_Fall_of_Adolf_Hitler')	('1962', '/wiki/1962_in_film')			
868	('Black Narcissus', '/wiki/Black_Narcissus')	('1947', '/wiki/1947_in_film')			
869	('Black Orpheus (Orfeu Negro)', '/wiki/Black_Orpheus')	('1959', '/wiki/1959_in_film')			
870	('The Black Swan', '/wiki/The_Black_Swan_(film)')	('1942', '/wiki/1942_in_film')			
871	('Blithe Spirit', '/wiki/Blithe_Spirit_(1945_film)')	('1946', '/wiki/1946_in_film')			
872	('Blood and Sand', '/wiki/Blood_and_Sand_(1941_film)')	('1941', '/wiki/1941_in_film')			
873	('Blood on the Sun', '/wiki/Blood_on_the_Sun')	('1945', '/wiki/1945_in_film')			
874	('Blossoms in the Dust', '/wiki/Blossoms_in_the_Dust')	('1941', '/wiki/1941_in_film')			
875	('Body and Soul', '/wiki/Body_and_Soul_(1947_film)')	('1947', '/wiki/1947_in_film')			
876	('Bored of Education', '/wiki/Bored_of_Education')	('1936', '/wiki/1936_in_film')			
877	('Born Yesterday', '/wiki/Born_Yesterday_(1950_film)')	('1950', '/wiki/1950_in_film')			
878	('A Boy and His Dog', '/wiki/A_Boy_and_His_Dog_(1946_film)')	('1946', '/wiki/1946_in_film')			
879	('Boys Town', '/wiki/Boys_Town_(film)')	('1938', '/wiki/1938_in_film')			
880	('The Brave One', '/wiki/The_Brave_One_(1956_film)')	('1956', '/wiki/1956_in_film')			
881	"(""Breakfast at Tiffany's"", '/wiki/Breakfast_at_Tiffany%27s_(film)')"	('1961', '/wiki/1961_in_film')			
882	('Breaking the Sound Barrier', '/wiki/The_Sound_Barrier')	('1952', '/wiki/1952_in_film')			
883	('The Bridge of San Luis Rey', '/wiki/The_Bridge_of_San_Luis_Rey_(1929_film)')	('1928/29', '/wiki/1928_in_film')			
884	('The Bridge on the River Kwai', '/wiki/The_Bridge_on_the_River_Kwai')	('1957', '/wiki/1957_in_film')			
885	('The Bridges at Toko-Ri', '/wiki/The_Bridges_at_Toko-Ri')	('1955', '/wiki/1955_in_film')			
886	('Broadway Melody of 1936', '/wiki/Broadway_Melody_of_1936')	('1935', '/wiki/1935_in_film')			
887	('The Broadway Melody', '/wiki/The_Broadway_Melody')	('1928/29', '/wiki/1928_in_film')			
888	('Broken Lance', '/wiki/Broken_Lance')	('1954', '/wiki/1954_in_film')			
889	('Busy Little Bears', '/wiki/Busy_Little_Bears')	('1939', '/wiki/1939_in_film')			
890	('BUtterfield 8', '/wiki/BUtterfield_8')	('1960', '/wiki/1960_in_film')			
891	('Calamity Jane', '/wiki/Calamity_Jane_(film)')	('1953', '/wiki/1953_in_film')			
892	('Call Me Madam', '/wiki/Call_Me_Madam_(film)')	('1953', '/wiki/1953_in_film')			
893	('Captain Carey, U.S.A.', '/wiki/Captain_Carey,_U.S.A.')	('1950', '/wiki/1950_in_film')			
894	('Captains Courageous', '/wiki/Captains_Courageous_(1937_film)')	('1937', '/wiki/1937_in_film')			
895	('Casablanca', '/wiki/Casablanca_(film)')	('1943', '/wiki/1943_in_film')			
896	('Casals Conducts: 1964', '/wiki/Casals_Conducts:_1964')	('1964', '/wiki/1964_in_film')			
897	('The Cat Concerto', '/wiki/The_Cat_Concerto')	('1946', '/wiki/1946_in_film')			
898	('Cavalcade', '/wiki/Cavalcade_(1933_film)')	('1932/33', '/wiki/1932_in_film')			
899	('Chagall', '/wiki/Chagall_(film)')	('1963', '/wiki/1963_in_film')			
900	('The Champ', '/wiki/The_Champ_(1931_film)')	('1931/32', '/wiki/1931_in_film')			
901	('Champion', '/wiki/Champion_(1949_film)')	('1949', '/wiki/1949_in_film')			
902	('A Chance to Live', '/wiki/A_Chance_to_Live')	('1949', '/wiki/1949_in_film')			
903	('The Charge of the Light Brigade', '/wiki/The_Charge_of_the_Light_Brigade_(1936_film)')	('1936', '/wiki/1936_in_film')			
904	('The Chicken (Le Poulet)', '/wiki/The_Chicken_(film)')	('1965', '/wiki/1965_in_film')			
905	"(""Churchill's Island"", '/wiki/Churchill%27s_Island')"	('1941', '/wiki/1941_in_film')			
906	('Cimarron', '/wiki/Cimarron_(1931_film)')	('1930/31', '/wiki/1930_in_film')			
907	('The Circus', '/wiki/The_Circus_(1928_film)')	('1927/28', '/wiki/1927_in_film')			
908	('Citizen Kane', '/wiki/Citizen_Kane')	('1941', '/wiki/1941_in_film')			
909	('City of Wax', '/wiki/City_of_Wax')	('1934', '/wiki/1934_in_film')			
910	('Cleopatra', '/wiki/Cleopatra_(1934_film)')	('1934', '/wiki/1934_in_film')			
911	('Cleopatra', '/wiki/Cleopatra_(1963_film)')	('1963', '/wiki/1963_in_film')			
912	('Climbing the Matterhorn', '/wiki/Climbing_the_Matterhorn')	('1947', '/wiki/1947_in_film')			
913	('Come and Get It', '/wiki/Come_and_Get_It_(1936_film)')	('1936', '/wiki/1936_in_film')			
914	('Come Back, Little Sheba', '/wiki/Come_Back,_Little_Sheba_(1952_film)')	('1952', '/wiki/1952_in_film')			
915	('Coquette', '/wiki/Coquette_(film)')	('1928/29', '/wiki/1928_in_film')			
916	('The Country Cousin', '/wiki/The_Country_Cousin')	('1936', '/wiki/1936_in_film')			
917	('The Country Girl', '/wiki/The_Country_Girl_(1954_film)')	('1954', '/wiki/1954_in_film')			
918	('Cover Girl', '/wiki/Cover_Girl_(film)')	('1944', '/wiki/1944_in_film')			
919	('The Cowboy and the Lady', '/wiki/The_Cowboy_and_the_Lady_(1938_film)')	('1938', '/wiki/1938_in_film')			
920	('Crash Dive', '/wiki/Crash_Dive')	('1943', '/wiki/1943_in_film')			
921	('Crashing the Water Barrier', '/wiki/Crashing_the_Water_Barrier')	('1956', '/wiki/1956_in_film')			
922	('The Critic', '/wiki/The_Critic_(1963_film)')	('1963', '/wiki/1963_in_film')			
923	('La Cucaracha', '/wiki/La_Cucaracha_(1934_film)')	('1934', '/wiki/1934_in_film')			
924	('Cyrano de Bergerac', '/wiki/Cyrano_de_Bergerac_(1950_film)')	('1950', '/wiki/1950_in_film')			
925	('A Damsel in Distress', '/wiki/A_Damsel_in_Distress_(1937_film)')	('1937', '/wiki/1937_in_film')			
926	('Dangerous', '/wiki/Dangerous_(1935_film)')	('1935', '/wiki/1935_in_film')			
927	('The Dark Angel', '/wiki/The_Dark_Angel_(1935_film)')	('1935', '/wiki/1935_in_film')			
928	('The Dawn Patrol', '/wiki/The_Dawn_Patrol_(1930_film)')	('1930/31', '/wiki/1930_in_film')			
929	('Day of the Painter', '/wiki/Day_of_the_Painter')	('1960', '/wiki/1960_in_film')			
930	('Daybreak in Udi', '/wiki/Daybreak_in_Udi')	('1949', '/wiki/1949_in_film')			
931	('Days of Wine and Roses', '/wiki/Days_of_Wine_and_Roses_(film)')	('1962', '/wiki/1962_in_film')			
932	('December 7th', '/wiki/December_7th:_The_Movie')	('1943', '/wiki/1943_in_film')			
933	('Declaration of Independence', '/wiki/Declaration_of_Independence_(film)')	('1938', '/wiki/1938_in_film')			
934	('The Defiant Ones', '/wiki/The_Defiant_Ones')	('1958', '/wiki/1958_in_film')			
935	"(""Der Fuehrer's Face"", '/wiki/Der_Fuehrer%27s_Face')"	('1942', '/wiki/1942_in_film')			
936	('Desert Victory', '/wiki/Desert_Victory')	('1943', '/wiki/1943_in_film')			
937	('Design for Death', '/wiki/Design_for_Death')	('1947', '/wiki/1947_in_film')			
938	('Designing Woman', '/wiki/Designing_Woman')	('1957', '/wiki/1957_in_film')			
939	('Destination Moon', '/wiki/Destination_Moon_(film)')	('1950', '/wiki/1950_in_film')			
940	('The Diary of Anne Frank', '/wiki/The_Diary_of_Anne_Frank_(1959_film)')	('1959', '/wiki/1959_in_film')			
941	('Disraeli', '/wiki/Disraeli_(1929_film)')	('1929/30', '/wiki/1929_in_film')			
942	('The Divine Lady', '/wiki/The_Divine_Lady')	('1928/29', '/wiki/1928_in_film')			
943	('Divorce Italian Style', '/wiki/Divorce_Italian_Style')	('1962', '/wiki/1962_in_film')			
944	('The Divorcee', '/wiki/The_Divorcee')	('1929/30', '/wiki/1929_in_film')			
945	('Dodsworth', '/wiki/Dodsworth_(film)')	('1936', '/wiki/1936_in_film')			
946	('The Dot and the Line (The Dot and the Line: A Romance in Lower Mathematics)', '/wiki/The_Dot_and_the_Line')	('1965', '/wiki/1965_in_film')			
947	('A Double Life', '/wiki/A_Double_Life_(1947_film)')	('1947', '/wiki/1947_in_film')			
948	('The Dove', '/wiki/The_Dove_(1927_film)')	('1927/28', '/wiki/1927_in_film')			
949	('Dr. Jekyll and Mr. Hyde', '/wiki/Dr._Jekyll_and_Mr._Hyde_(1931_film)')	('1931/32', '/wiki/1931_in_film')			
950	('Dumbo', '/wiki/Dumbo')	('1941', '/wiki/1941_in_film')			
951	('Dylan Thomas', '/wiki/Dylan_Thomas_(film)')	('1962', '/wiki/1962_in_film')			
952	('East of Eden', '/wiki/East_of_Eden_(film)')	('1955', '/wiki/1955_in_film')			
953	('Easter Parade', '/wiki/Easter_Parade_(film)')	('1948', '/wiki/1948_in_film')			
954	('Elmer Gantry', '/wiki/Elmer_Gantry_(film)')	('1960', '/wiki/1960_in_film')			
955	('The Enemy Below', '/wiki/The_Enemy_Below')	('1957', '/wiki/1957_in_film')			
956	('Eskimo', '/wiki/Eskimo_(1933_film)')	('1934', '/wiki/1934_in_film')			
957	('Exodus', '/wiki/Exodus_(1960_film)')	('1960', '/wiki/1960_in_film')			
958	('The Face of Lincoln', '/wiki/The_Face_of_Lincoln')	('1955', '/wiki/1955_in_film')			
959	('Facing Your Danger', '/wiki/Facing_Your_Danger')	('1946', '/wiki/1946_in_film')			
960	('The Facts of Life', '/wiki/The_Facts_of_Life_(film)')	('1960', '/wiki/1960_in_film')			
961	('Fantasia', '/wiki/Fantasia_(1940_film)')	('1940', '/wiki/1940_in_film')			
962	('A Farewell to Arms', '/wiki/A_Farewell_to_Arms_(1932_film)')	('1932/33', '/wiki/1932_in_film')			
963	"(""The Farmer's Daughter"", '/wiki/The_Farmer%27s_Daughter_(1947_film)')"	('1947', '/wiki/1947_in_film')			
964	('Father Goose', '/wiki/Father_Goose_(film)')	('1964', '/wiki/1964_in_film')			
965	"(""Federico Fellini's 8½"", '/wiki/8%C2%BD')"	('1963', '/wiki/1963_in_film')			
966	('Ferdinand the Bull', '/wiki/Ferdinand_the_Bull_(film)')	('1938', '/wiki/1938_in_film')			
967	('The Fighting Lady', '/wiki/The_Fighting_Lady')	('1944', '/wiki/1944_in_film')			
968	('First Steps', '/wiki/First_Steps_(1947_film)')	('1947', '/wiki/1947_in_film')			
969	('Flowers and Trees', '/wiki/Flowers_and_Trees')	('1931/32', '/wiki/1931_in_film')			
970	('Folies Bergere', '/wiki/Folies_Berg%C3%A8re_de_Paris')	('1935', '/wiki/1935_in_film')			
971	('For Scent-imental Reasons', '/wiki/For_Scent-imental_Reasons')	('1949', '/wiki/1949_in_film')			
972	('For Whom the Bell Tolls', '/wiki/For_Whom_the_Bell_Tolls_(film)')	('1943', '/wiki/1943_in_film')			
973	('Forbidden Games', '/wiki/Forbidden_Games')	('1952', '/wiki/1952_in_film')			
974	('A Force in Readiness', None)	('1961', '/wiki/1961_in_film')			
975	('A Free Soul', '/wiki/A_Free_Soul')	('1930/31', '/wiki/1930_in_film')			
976	"(""Frenchman's Creek"", '/wiki/Frenchman%27s_Creek_(film)')"	('1945', '/wiki/1945_in_film')			
977	('From Here to Eternity', '/wiki/From_Here_to_Eternity')	('1953', '/wiki/1953_in_film')			
978	('The Garden of Allah', '/wiki/The_Garden_of_Allah_(1936_film)')	('1936', '/wiki/1936_in_film')			
979	('Gaslight', '/wiki/Gaslight_(1944_film)')	('1944', '/wiki/1944_in_film')			
980	('Gate of Hell (Jigokumon)', '/wiki/Gate_of_Hell_(film)')	('1954', '/wiki/1954_in_film')			
981	('The Gay Divorcee', '/wiki/The_Gay_Divorcee')	('1934', '/wiki/1934_in_film')			
982	"(""Gentleman's Agreement"", '/wiki/Gentleman%27s_Agreement')"	('1947', '/wiki/1947_in_film')			
983	('Gerald McBoing-Boing', '/wiki/Gerald_McBoing-Boing')	('1950', '/wiki/1950_in_film')			
984	('Giant', '/wiki/Giant_(1956_film)')	('1956', '/wiki/1956_in_film')			
985	('Gigi', '/wiki/Gigi_(1958_film)')	('1958', '/wiki/1958_in_film')			
986	('Giuseppina', '/wiki/Giuseppina')	('1960', '/wiki/1960_in_film')			
987	('Give Me Liberty', '/wiki/Give_Me_Liberty_(1936_film)')	('1936', '/wiki/1936_in_film')			
988	('Glass (Glas)', '/wiki/Glass_(1958_film)')	('1959', '/wiki/1959_in_film')			
989	('The Glenn Miller Story', '/wiki/The_Glenn_Miller_Story')	('1954', '/wiki/1954_in_film')			
990	('Going My Way', '/wiki/Going_My_Way')	('1944', '/wiki/1944_in_film')			
991	('Gold Diggers of 1935', '/wiki/Gold_Diggers_of_1935')	('1935', '/wiki/1935_in_film')			
992	"(""The Golden Fish (Histoire d'un poisson rouge)"", '/wiki/The_Golden_Fish_(film)')"	('1959', '/wiki/1959_in_film')			
993	('Goldfinger', '/wiki/Goldfinger_(film)')	('1964', '/wiki/1964_in_film')			
994	('Gone with the Wind', '/wiki/Gone_with_the_Wind_(film)')	('1939', '/wiki/1939_in_film')			
995	('The Good Earth', '/wiki/The_Good_Earth_(film)')	('1937', '/wiki/1937_in_film')			
996	('Goodbye, Miss Turlock', '/wiki/Goodbye,_Miss_Turlock')	('1947', '/wiki/1947_in_film')			
997	('Goodbye, Mr. Chips', '/wiki/Goodbye,_Mr._Chips_(1939_film)')	('1939', '/wiki/1939_in_film')			
998	('Grand Canyon', '/wiki/Grand_Canyon_(1958_film)')	('1958', '/wiki/1958_in_film')			
999	('Grand Hotel', '/wiki/Grand_Hotel_(1932_film)')	('1931/32', '/wiki/1931_in_film')			
1000	('Grandad of Races', '/wiki/Grandad_of_Races')	('1950', '/wiki/1950_in_film')			
1001	('The Grapes of Wrath', '/wiki/The_Grapes_of_Wrath_(film)')	('1940', '/wiki/1940_in_film')			
1002	('The Great Caruso', '/wiki/The_Great_Caruso')	('1951', '/wiki/1951_in_film')			
1003	('Great Expectations', '/wiki/Great_Expectations_(1946_film)')	('1947', '/wiki/1947_in_film')			
1004	('The Great Lie', '/wiki/The_Great_Lie')	('1941', '/wiki/1941_in_film')			
1005	('The Great McGinty', '/wiki/The_Great_McGinty')	('1940', '/wiki/1940_in_film')			
1006	('The Great Waltz', '/wiki/The_Great_Waltz_(1938_film)')	('1938', '/wiki/1938_in_film')			
1007	('The Great Ziegfeld', '/wiki/The_Great_Ziegfeld')	('1936', '/wiki/1936_in_film')			
1008	('The Greatest Show on Earth', '/wiki/The_Greatest_Show_on_Earth_(film)')	('1952', '/wiki/1952_in_film')			
1009	('Green Dolphin Street', '/wiki/Green_Dolphin_Street_(film)')	('1947', '/wiki/1947_in_film')			
1010	('The Guns of Navarone', '/wiki/The_Guns_of_Navarone_(film)')	('1961', '/wiki/1961_in_film')			
1011	('Hamlet', '/wiki/Hamlet_(1948_film)')	('1948', '/wiki/1948_in_film')			
1012	('Happy Anniversary (Heureux Anniversaire)', '/wiki/Heureux_Anniversaire')	('1962', '/wiki/1962_in_film')			
1013	('Harvey', '/wiki/Harvey_(1950_film)')	('1950', '/wiki/1950_in_film')			
1014	('The Harvey Girls', '/wiki/The_Harvey_Girls')	('1946', '/wiki/1946_in_film')			
1015	('Heavenly Music', '/wiki/Heavenly_Music')	('1943', '/wiki/1943_in_film')			
1016	('The Heiress', '/wiki/The_Heiress')	('1949', '/wiki/1949_in_film')			
1017	('Helen Keller in Her Story (The Unconquered)', '/wiki/Helen_Keller_in_Her_Story')	('1955', '/wiki/1955_in_film')			
1018	('Hello, Frisco, Hello', '/wiki/Hello,_Frisco,_Hello')	('1943', '/wiki/1943_in_film')			
1019	('Henry V', '/wiki/Henry_V_(1944_film)')	('1946', '/wiki/1946_in_film')			
1020	('Here Comes Mr. Jordan', '/wiki/Here_Comes_Mr._Jordan')	('1941', '/wiki/1941_in_film')			
1021	('Here Comes the Groom', '/wiki/Here_Comes_the_Groom')	('1951', '/wiki/1951_in_film')			
1022	('The High and the Mighty', '/wiki/The_High_and_the_Mighty_(film)')	('1954', '/wiki/1954_in_film')			
1023	('High Noon', '/wiki/High_Noon')	('1952', '/wiki/1952_in_film')			
1024	('Hitler Lives', '/wiki/Hitler_Lives')	('1945', '/wiki/1945_in_film')			
1025	('A Hole in the Head', '/wiki/A_Hole_in_the_Head')	('1959', '/wiki/1959_in_film')			
1026	('The Hole', '/wiki/The_Hole_(1962_film)')	('1962', '/wiki/1962_in_film')			
1027	('Holiday Inn', '/wiki/Holiday_Inn_(film)')	('1942', '/wiki/1942_in_film')			
1028	('The Horse with the Flying Tail', '/wiki/The_Horse_with_the_Flying_Tail')	('1960', '/wiki/1960_in_film')			
1029	('The House I Live In', '/wiki/The_House_I_Live_In_(1945_film)')	('1945', '/wiki/1945_in_film')			
1030	('The House on 92nd Street', '/wiki/The_House_on_92nd_Street')	('1945', '/wiki/1945_in_film')			
1031	('How Green Was My Valley', '/wiki/How_Green_Was_My_Valley_(film)')	('1941', '/wiki/1941_in_film')			
1032	('How the West Was Won', '/wiki/How_the_West_Was_Won_(film)')	('1963', '/wiki/1963_in_film')			
1033	('How to Sleep', '/wiki/How_to_Sleep')	('1935', '/wiki/1935_in_film')			
1034	('Hud', '/wiki/Hud_(1963_film)')	('1963', '/wiki/1963_in_film')			
1035	('The Human Comedy', '/wiki/The_Human_Comedy_(film)')	('1943', '/wiki/1943_in_film')			
1036	('The Hurricane', '/wiki/The_Hurricane_(1937_film)')	('1937', '/wiki/1937_in_film')			
1037	('The Hustler', '/wiki/The_Hustler_(film)')	('1961', '/wiki/1961_in_film')			
1038	('I Want to Live!', '/wiki/I_Want_to_Live!')	('1958', '/wiki/1958_in_film')			
1039	('I Wanted Wings', '/wiki/I_Wanted_Wings')	('1941', '/wiki/1941_in_film')			
1040	"(""I Won't Play"", '/wiki/I_Won%27t_Play')"	('1944', '/wiki/1944_in_film')			
1041	"(""I'll Cry Tomorrow"", '/wiki/I%27ll_Cry_Tomorrow')"	('1955', '/wiki/1955_in_film')			
1042	('In Beaver Valley', '/wiki/In_Beaver_Valley')	('1950', '/wiki/1950_in_film')			
1043	('In Old Arizona', '/wiki/In_Old_Arizona')	('1928/29', '/wiki/1928_in_film')			
1044	('In Old Chicago', '/wiki/In_Old_Chicago')	('1937', '/wiki/1937_in_film')			
1045	('In Which We Serve', '/wiki/In_Which_We_Serve')	('1942', '/wiki/1942_in_film')			
1046	('The Informer', '/wiki/The_Informer_(1935_film)')	('1935', '/wiki/1935_in_film')			
1047	('Interrupted Melody', '/wiki/Interrupted_Melody')	('1955', '/wiki/1955_in_film')			
1048	('The Invaders', '/wiki/49th_Parallel_(film)')	('1942', '/wiki/1942_in_film')			
1049	('Irma la Douce', '/wiki/Irma_la_Douce')	('1963', '/wiki/1963_in_film')			
1050	('It Happened One Night', '/wiki/It_Happened_One_Night')	('1934', '/wiki/1934_in_film')			
1051	"(""It's a Mad, Mad, Mad, Mad World"", '/wiki/It%27s_a_Mad,_Mad,_Mad,_Mad_World')"	('1963', '/wiki/1963_in_film')			
1052	('The Jazz Singer', '/wiki/The_Jazz_Singer')	('1927/28', '/wiki/1927_in_film')			
1053	('Jezebel', '/wiki/Jezebel_(1938_film)')	('1938', '/wiki/1938_in_film')			
1054	('Joan of Arc', '/wiki/Joan_of_Arc_(1948_film)')	('1948', '/wiki/1948_in_film')			
1055	('Johann Mouse', '/wiki/Johann_Mouse')	('1952', '/wiki/1952_in_film')			
1056	('Johnny Belinda', '/wiki/Johnny_Belinda_(1948_film)')	('1948', '/wiki/1948_in_film')			
1057	('Johnny Eager', '/wiki/Johnny_Eager')	('1942', '/wiki/1942_in_film')			
1058	('The Joker Is Wild', '/wiki/The_Joker_Is_Wild')	('1957', '/wiki/1957_in_film')			
1059	('The Jolson Story', '/wiki/The_Jolson_Story')	('1946', '/wiki/1946_in_film')			
1060	('Judgment at Nuremberg', '/wiki/Judgment_at_Nuremberg')	('1961', '/wiki/1961_in_film')			
1061	('Julius Caesar', '/wiki/Julius_Caesar_(1953_film)')	('1953', '/wiki/1953_in_film')			
1062	('Kentucky', '/wiki/Kentucky_(film)')	('1938', '/wiki/1938_in_film')			
1063	('Key Largo', '/wiki/Key_Largo_(film)')	('1948', '/wiki/1948_in_film')			
1064	('The King and I', '/wiki/The_King_and_I_(1956_film)')	('1956', '/wiki/1956_in_film')			
1065	('King of Jazz', '/wiki/King_of_Jazz')	('1929/30', '/wiki/1929_in_film')			
1066	"(""King Solomon's Mines"", '/wiki/King_Solomon%27s_Mines_(1950_film)')"	('1950', '/wiki/1950_in_film')			
1067	('Kitty Foyle (Kitty Foyle: The Natural History of a Woman)', '/wiki/Kitty_Foyle_(film)')	('1940', '/wiki/1940_in_film')			
1068	('Knighty Knight Bugs', '/wiki/Knighty_Knight_Bugs')	('1958', '/wiki/1958_in_film')			
1069	('Kokoda Front Line!', '/wiki/Kokoda_Front_Line!')	('1942', '/wiki/1942_in_film')			
1070	('Kon-Tiki', '/wiki/Kon-Tiki_(1950_film)')	('1950', '/wiki/1950_in_film')			
